dep-left-nsubjpass-deps,dep-left-:-tags,dep-left-jjr-tags,dep-right-nnps-tags,concatenated-types,dep-right-advmod-deps,dep-right-appos-deps,dep-left-conj-deps,dep-right-punct-deps,dep-right-nsubjpass-deps,dep-right-dobj-deps,dep-right-advcl-deps,dep-right-rb-tags,dep-right-nn-tags,head-tag,dep-left-dist,dep-left-acomp-deps,dep-right-csubj-deps,dep-left-nnps-tags,dep-right-vbg-tags,dep-left-csubj-deps,dep-left-jjs-tags,dep-left-dative-deps,dep-left-attr-deps,dep-left-advmod-deps,dep-right-vbd-tags,dep-right-:-tags,dep-right-pobj-deps,dep-right-vbn-tags,dep-left-pobj-deps,"dep-left-,-tags",dep-left-poss-deps,dep-left-nsubj-deps,dep-left-prep-deps,dep-left-relcl-deps,dep-right-''-tags,dep-left-ccomp-deps,dep-right-dep-deps,dep-left-punct-deps,dep-left-vbz-tags,ent1-dep,dep-right-vb-tags,dep-left-npadvmod-deps,dep-right-vbz-tags,dep-dist,dep-right-ccomp-deps,dep-left-jj-tags,dep-right-parataxis-deps,dep-right-oprd-deps,"dep-right-,-tags",dep-left-prp-tags,dep-right-md-tags,dep-left-pcomp-deps,dep-right-jj-tags,dep-right-dt-tags,dep-right-agent-deps,ent2-dep,dep-right-xcomp-deps,dep-right-dist,dep-right-npadvmod-deps,dep-left-rb-tags,dep-left-nn-tags,ent2-type,dep-left-det-deps,dep-left-dep-deps,dep-right-nnp-tags,id,dep-left-vbp-tags,dep-right-``-tags,dep-left-vbn-tags,dep-right-pcomp-deps,dep-left-vbg-tags,dep-right-acomp-deps,dep-right-jjs-tags,dep-right-relcl-deps,dep-left-compound-deps,dep-right-poss-deps,dep-left-parataxis-deps,dep-right-in-tags,dep-right-acl-deps,dep-right-nns-tags,dep-right-cd-tags,dep-left-advcl-deps,dep-left-cd-tags,label,dep-left-``-tags,dep-right-attr-deps,dep-right-conj-deps,dep-left-dt-tags,dep-left-xcomp-deps,dep-left-nns-tags,dep-right-nsubj-deps,dep-left-in-tags,dep-left-intj-deps,dep-right-prep-deps,dep-left-oprd-deps,dep-left-amod-deps,dep-left-appos-deps,ent1,dep-right-det-deps,dep-left-vbd-tags,dep-right-nummod-deps,ent2,dep-left-dobj-deps,dep-right-nmod-deps,dep-left-vb-tags,dep-right-compound-deps,dep-right-vbp-tags,dep-left-nnp-tags,sent,dep-left-acl-deps,ent1-type,dep-right-intj-deps,dep-left-agent-deps,dep-left-md-tags,dep-left-nmod-deps 
,,,,PERSONNORP,,,,,1,,,,1,VERB,6,,,,,,,,,,,,,,2,,,,2,,,,,,,poss,,,,9,,1,,,,,,,,,,amod,,2,,,2,NORP,,,1,86,,,,,,,,,1,1,,,,,,,,LIV,,,,,,,,2,,,,1,,Khrushchev,,,,Soviet,,,,,,1,The book said Khrushchev 's order to ignore the blockade was disclosed in a largely unknown work by dissident Soviet historian Roy Medvedev .,,PERSON,,,,
,,,,PERSONPERSON,,,,,1,,,,1,VERB,4,,,,,,,,,,,,,,2,,,,2,,,,,,,poss,,,,7,,,,,,,,,,,,pobj,,2,,,1,PERSON,,,1,86,,,,,,,,,,1,,,,,,,,NON,,,,,,,,2,,,,,,Khrushchev,,,,Roy Medvedev,,,,,,1,The book said Khrushchev 's order to ignore the blockade was disclosed in a largely unknown work by dissident Soviet historian Roy Medvedev .,,PERSON,,,,
1,,,,PERSONPERSON,,,,,,,,,1,VERB,2,,,,,,,,,,,,2,,,,1,,,,,,,,,pobj,,,,7,,,,,,,,,,,,poss,,4,,,1,PERSON,,,1,86,,,,,,,,,,,,2,,,,,,NON,,,,,,,,,,2,,,,Roy Medvedev,,,,Khrushchev,,,,,,1,The book said Khrushchev 's order to ignore the blockade was disclosed in a largely unknown work by dissident Soviet historian Roy Medvedev .,,PERSON,,,,
,,,,PERSONNORP,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,,,,,,,pobj,,,,3,,1,,,,,,,,,,amod,,0,,,1,NORP,,,,86,,,,,,,,,1,,,,,,,,,LIV,,,,,,,,,,,,1,,Roy Medvedev,,,,Soviet,,,,,,,The book said Khrushchev 's order to ignore the blockade was disclosed in a largely unknown work by dissident Soviet historian Roy Medvedev .,,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,,,,,,,pobj,,,,4,,,,,,,,,,,,pobj,,0,,,1,GPE,,,,88,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,1,Aleksander Alekseev,,,,Cuba,,,,,,1,"Their theory that the warheads were blocked by the quarantine is at odds with a recent disclosure by Aleksander Alekseev , the former ambassador to Cuba , who said in a recent Soviet magazine that 42 medium-range missiles were fully operational .",,PERSON,,,,
,,,,PERSONNORP,,,,,,,,,,PROPN,4,,,,,,,,,,,,,,1,,,,1,1,,,,,,pobj,,,,5,,1,,,,,,,,,,amod,,0,,,1,NORP,,,,88,,,,,,,,,,,,,,,,,,LIV,,,,,,,,1,,,,1,,Aleksander Alekseev,,1,,Soviet,,,,,,,"Their theory that the warheads were blocked by the quarantine is at odds with a recent disclosure by Aleksander Alekseev , the former ambassador to Cuba , who said in a recent Soviet magazine that 42 medium-range missiles were fully operational .",,PERSON,,,,
,,,,GPENORP,,1,,,,,,,1,PROPN,4,,,,,,,,,,,,1,,1,,,,1,1,,,,,,pobj,,,,8,,1,,,,,,,,,,amod,,3,,,1,NORP,,,1,88,,,,,,,,,,,,1,,,,,,NON,,,,,,,,1,,1,,1,,Cuba,,1,,Soviet,,,,,,,"Their theory that the warheads were blocked by the quarantine is at odds with a recent disclosure by Aleksander Alekseev , the former ambassador to Cuba , who said in a recent Soviet magazine that 42 medium-range missiles were fully operational .",,GPE,,,,
,,,,GPENORP,,,,,,,,,,VERB,6,,,,,,,,,,,,,,2,,,,3,,,,,,,nsubj,,,,8,,1,,,,,,,,,,amod,,1,,,,NORP,,,1,89,,,,,,,,,,,,,,,,,,LIV,,,,,,2,1,3,,,,1,,Alekseev,,,,Soviet,,,,,,,"But the authors suggested that Alekseev , along with others in the Soviet diplomatic corps , were not receiving accurate information from Moscow about the missiles .",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,VERB,3,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,5,,,,,,,,,,,,pobj,,1,,,1,GPE,,,1,89,,,,,,,,,,,,,,,,,,NON,,,,,,,1,1,,,,,,Alekseev,,,,Moscow,1,,,,,1,"But the authors suggested that Alekseev , along with others in the Soviet diplomatic corps , were not receiving accurate information from Moscow about the missiles .",,GPE,,,,
,,,,GPEGPE,,,,,,1,,,1,VERB,1,,,,,,,,,,,,1,,,,,1,,,,,,,,pobj,,,,5,,,,,,,,,,,,nsubj,,3,,,,GPE,,,1,89,,,,,,,,,,,,1,,,,,,NON,,,,,,,,,,1,,,,Moscow,,,,Alekseev,,,,,,1,"But the authors suggested that Alekseev , along with others in the Soviet diplomatic corps , were not receiving accurate information from Moscow about the missiles .",,GPE,,,,
,,,,GPENORP,,,,,,1,,,1,VERB,6,,,,,,,,,,,,1,,2,,,,3,,,,,,,pobj,,,,10,,1,,,,,,,,,,amod,,3,,,,NORP,,,1,89,,,,,,,,,,,,1,,,,,,NON,,,,,,2,,3,,1,,1,,Moscow,,,,Soviet,,,,,,,"But the authors suggested that Alekseev , along with others in the Soviet diplomatic corps , were not receiving accurate information from Moscow about the missiles .",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,,,3,,,,,,,,,,,,nmod,,0,,,,GPE,,,,92,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,1,MILAN,,,,Italy,,,,,,2,"MILAN , Italy -LRB- AP -RRB-",,GPE,,,,1
,,,,GPEGPE,,1,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,nmod,,,,3,,,,,,,,,,,,ROOT,,2,,,,GPE,,,2,92,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Italy,,,,MILAN,,1,,,,,"MILAN , Italy -LRB- AP -RRB-",,GPE,,,,
,,,,ORGGPE,,1,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,2,,,,,,,,,,,,ROOT,,1,,,,GPE,,,1,92,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,AP,,,,MILAN,,,,,,,"MILAN , Italy -LRB- AP -RRB-",,ORG,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,2,,,,,,,,,,,,nmod,,0,,,,GPE,,,,92,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,AP,,,,Italy,,,,,,1,"MILAN , Italy -LRB- AP -RRB-",,ORG,,,,1
,,,,DATEORG,,,,,,,,,1,VERB,4,,,,,,,,,,,,1,,1,,,1,1,,,,,,,pobj,1,,,8,1,,,,,,,,,,,pobj,,3,,,1,ORG,,,,95,,,,,,,,,,,,1,,,,,,NON,,,,,,,,1,,1,,,1,this month,,,,the Italian Agricultural Confederation,,,,,,2,"` ` If it does not snow , and a lot , within this month we will have no water to submerge 150 , 000 hectares -LRB- 370 , 500 acres -RRB- of rice , ' ' said Bruno Pusterla , a top official of the Italian Agricultural Confederation .",,DATE,,,,
,,,,PERSONORG,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,4,,,,,,,,,,,,pobj,,0,,,1,ORG,,,,95,,,,,,,,,,,,,,,,,,WRK,,,,,,,,1,,,,,1,Bruno Pusterla,,,,the Italian Agricultural Confederation,,,,,,1,"` ` If it does not snow , and a lot , within this month we will have no water to submerge 150 , 000 hectares -LRB- 370 , 500 acres -RRB- of rice , ' ' said Bruno Pusterla , a top official of the Italian Agricultural Confederation .",,PERSON,,,,
,,,,PERSONORG,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,,,,,,1,,,,,1,nsubj,,,,4,,,,,,,,,,,,compound,,0,,,1,ORG,,,,105,,,,,,,,,1,,,,,,,,,NON,,,,,,,,,,,,,,Franca Chlistovsky,,,,Brera,1,,,,,1,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,PERSON,,,,
,,,,PERSONORG,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,1,,,,,1,nsubj,,,,3,,,,,,,,,,,,dobj,,0,,,1,ORG,,,,105,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Franca Chlistovsky,,,,metereologic institute,1,,,,,,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,4,,,,,,,,,,,,,,1,,,,1,1,,,,,1,nsubj,,,,5,,,,,,,,,,,,pobj,,0,,,1,GPE,,,,105,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Franca Chlistovsky,,,,Milan,1,,,,,1,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,PERSON,,,,
,,,,ORGORG,,,,,,,,,,NOUN,0,,,,,,,,,,,,,,,,,,,,,,,,,compound,,,,2,,,,,,,,,,,,dobj,,1,,,,ORG,,,1,105,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Brera,,,,metereologic institute,,,,1,,,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,ORG,,,,
,,,,ORGORG,,,,,,,,,,NOUN,1,,,,,,,,,,,,,,,,,,,,,,,,,dobj,,,,2,,,,,,,,,,,,compound,,0,,,,ORG,,,,105,,,,,,,,,1,,,,,,,,,NON,,,,,,,,,,,,,,metereologic institute,,,,Brera,,,,,,1,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,ORG,,,,
,,,,ORGGPE,,,,,,,,,,NOUN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,compound,,,,4,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,105,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Brera,,,,Milan,,,,1,,1,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,ORG,,,,
,,,,DATEORG,,,,,,,,,2,VERB,4,,,,,,,,,,1,,,,,,,1,,1,,,,,1,poss,,,,8,1,,,,,,,,,,,compound,,3,,,1,ORG,,,,105,,,,,,,,,1,1,,,,,,,,NON,,,,,,,1,,,,,,,winter,,,,Brera,1,,,,,2,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,DATE,,,,
,,,,DATEORG,,,,,1,,,,,VERB,4,,,,,,,,,,1,,,1,,,,1,,1,,,,,1,nsubjpass,,,,8,1,,,,,,,,,,,compound,,3,,,1,ORG,,,,105,,,,,,1,,,1,,,,,1,,,,NON,,,,,,,,,,,,,,several worse years,,,,Brera,1,,,,,2,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,DATE,,,,
,,,,DATEORG,,,,,,,,,,VERB,4,,,,,,,,,,1,,1,1,,,,1,,1,,,,,1,pobj,,,,9,1,,,,,,,,,,,compound,,4,,,1,ORG,,,,105,,,,,,1,,,1,,,1,,,1,,,NON,,,,,,,,,,1,,,,1950,,,,Brera,1,,,,,2,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,DATE,,,,
,,,,ORGGPE,,,,,,,,,,NOUN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,dobj,,,,3,,,,,,,,,,,,pobj,,0,,,,GPE,,,,105,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,metereologic institute,,,,Milan,,,,,,1,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,ORG,,,,
,,,,DATEORG,,,,,,,,,2,VERB,3,,,,,,,,,,1,,,,,,,1,,1,,,,,1,poss,,,,7,1,,,,,,,,,,,dobj,,3,,,1,ORG,,,,105,,,,,,,,,,1,,,,,,,,NON,,,,,,,1,,,,,,,winter,,,,metereologic institute,1,,,,,1,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,DATE,,,,
,,,,DATEORG,,,,,1,,,,,VERB,3,,,,,,,,,,1,,,1,,,,1,,1,,,,,1,nsubjpass,,,,7,1,,,,,,,,,,,dobj,,3,,,1,ORG,,,,105,,,,,,1,,,,,,,,1,,,,NON,,,,,,,,,,,,,,several worse years,,,,metereologic institute,1,,,,,1,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,DATE,,,,
,,,,DATEORG,,,,,,,,,,VERB,3,,,,,,,,,,1,,1,1,,,,1,,1,,,,,1,pobj,,,,8,1,,,,,,,,,,,dobj,,4,,,1,ORG,,,,105,,,,,,1,,,,,,1,,,1,,,NON,,,,,,,,,,1,,,,1950,,,,metereologic institute,1,,,,,1,"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",,DATE,,,,
,,,,PERSONPERSON,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,1,,,,,,nsubj,,,,3,,,,,,,,,,,,dobj,,0,,,,PERSON,,,,110,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Soprano Judy Kaye,,1,,Tony,1,,,,,1,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,PERSONPERSON,,,,,,1,,,,PROPN,0,,,,,,,,,,1,,,,,,,,,,,,,,,dobj,,,,3,,,,,,,,,,,,nsubj,,2,,,,PERSON,,,1,110,,,,,,,,1,,,,,,,,,,NON,,,,,,,,,,,,,,Tony,,,,Soprano Judy Kaye,,,,,,,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,PERSONFAC,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,1,,,,,,nsubj,,,,4,,,,,,,,,,,,pobj,,0,,,,FAC,,,,110,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Soprano Judy Kaye,,1,,Broadway,,,,,,1,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,PERSONORG,,,,,,,,,,VERB,3,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,5,,,,,,,,,,,,det,,1,,,1,ORG,1,,1,110,,,,,,,,,,,,,,,,,,NON,,,,1,,,1,1,,,,,,Soprano Judy Kaye,,,,the New York Opera Repertory Theater,,,,,,,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,PERSONPERSON,,,1,,,,,,,VERB,5,,,,,,,,,,,,,,2,,,,2,,,,,,1,nsubj,,,,7,,,,,,,,,,,,pobj,,1,,,1,PERSON,,,1,110,,,,,,,,,,,,,,,,,,NON,,,,,,,1,2,,,,,,Soprano Judy Kaye,,,,Abbie,,,,,,1,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,1,VERB,1,,,,,,,,,,,,2,,,,,1,,,,,,,,pobj,,,1,7,,,,,,,,,,,,nsubj,,5,,,,PERSON,,,1,110,,,,,,,,,,,,2,,,,,,NON,,,1,,,,,,,2,,,,Abbie,,,,Soprano Judy Kaye,,,,,,1,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,PERSONFAC,,,,,,1,,,,VERB,2,,,,,,,,,,,,,,1,,,,1,,,,,,,dobj,,,,4,,,,,,,,,,,,pobj,,1,,,,FAC,,,1,110,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Tony,,,,Broadway,,,,,,1,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,PERSONORG,,,,,,1,,,,VERB,3,,,,,,,,,,1,,,,1,,,,1,,,,,,,dobj,,,,7,,,,,,,,,,,,det,,3,,,1,ORG,1,,2,110,,,,,,,,1,,,,,,,,,,NON,,,,1,,,1,1,,,,,,Tony,,,,the New York Opera Repertory Theater,,,,,,,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,PERSONPERSON,,,1,,,1,,,,VERB,5,,,,,,,,,,1,,,,2,,,,2,,,,,,1,dobj,,,,9,,,,,,,,,,,,pobj,,3,,,1,PERSON,,,2,110,,,,,,,,1,,,,,,,,,,NON,,,,,,,1,2,,,,,,Tony,,,,Abbie,,,,,,1,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,1,VERB,3,,,,,,,,,,,,2,,,,,1,,1,,,,,,pobj,,,1,9,,,,,,,,,,,,dobj,,5,,,,PERSON,,,1,110,,,,,,,,,,,,2,,,,,,NON,,,1,,,,,,,2,,,,Abbie,,1,,Tony,1,,,,,2,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,ORGFAC,,,,,,,,,1,VERB,4,,,,,,,,,,,,1,,1,,,1,1,1,,,,,,det,,,,8,,,,,,,,,,1,,pobj,,3,,,,FAC,,,,110,,,,,,,,,,,,1,,,,,,NON,,,,,,,,1,,1,,,,the New York Opera Repertory Theater,1,1,,Broadway,,,,,,2,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,ORG,,,,
,,,,PERSONFAC,,,,,,,,,1,VERB,4,,,,,,,,,,,,2,,1,,,1,1,1,,,,,,pobj,,,1,10,,,,,,,,,,,,pobj,,5,,,,FAC,,,1,110,,,,,,,,,,,,2,,,,,,NON,,,1,,,,,1,,2,,,,Abbie,,1,,Broadway,,,,,,2,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
,,,,DATEORG,,,,,,,,,1,VERB,3,,,,,,,,,,1,,,,1,,,,1,,,,,,,npadvmod,,,,7,,,,,,,,,,,,det,,3,1,,1,ORG,1,,1,110,,,,,,,,1,,,,,,,,,,NON,,,,1,,,1,1,,,,,,last year,,,,the New York Opera Repertory Theater,,,,,,,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,DATE,,,,
,,,,PERSONORG,,,,,,,,,1,VERB,3,,,,,,,,,,,,2,,1,,,,1,,,,,,,pobj,,,1,9,,,,,,,,,,,,det,,5,,,1,ORG,1,,1,110,,,,,,,,,,,,2,,,,,,NON,,,1,1,,,,1,,2,,,,Abbie,,,,the New York Opera Repertory Theater,,,,,,,"Soprano Judy Kaye , who won a Tony on Broadway last year , stars in the New York Opera Repertory Theater production , and is splendid in the pivotal role of Abbie .",,PERSON,,,,
1,,,,DATEORG,,,,,,,,,,VERB,1,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,,4,,,,,,,,,,,,nsubjpass,,2,,,,ORG,,,,118,,,,,,,,,,,,1,,,1,,,NON,,,,,,,,,,1,,,,1977,,,,The New York Opera Repertory Theater,,,,,,1,"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .",,DATE,,,,
1,,,,PERSONORG,,,,,,,,,,VERB,1,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,,4,,,,,,,,,,,1,nsubjpass,,2,,,,ORG,,,1,118,,,,,,,,,,,,1,,,,,,WRK,,,,,,,,,,,,,,Leigh Gibbs Gore,,,,The New York Opera Repertory Theater,,,,,,1,"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,AUX,3,,,,,,,,1,,,,,,1,,,,1,,,,,,,nsubj,,,,5,,,,,,,,,,,,pobj,,1,,,1,GPE,,,1,119,,,,,,,,,,,,,,,,,,LIV,,,,,,,1,1,,,,,,Thomas,,,,Chisholm,,,,,,1,"Composer Thomas is a native of Chisholm , Minn .",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,AUX,4,,,,,,,,1,,,,,,1,,,,1,,,,,,,nsubj,,,,6,,,,,,,,,,,,appos,,1,,,1,GPE,,,1,119,,,,,,,,,,,,,,,,,,NON,,,,,,,1,1,,,,,1,Thomas,,,,Minn,,,,,,2,"Composer Thomas is a native of Chisholm , Minn .",,PERSON,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,pobj,,,,2,,,,,,,,,,,,appos,,0,,,,GPE,,,,119,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,1,Chisholm,,,,Minn,,,,,,1,"Composer Thomas is a native of Chisholm , Minn .",,GPE,,,,
,,,,GPEGPE,,1,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,2,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,119,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Minn,,,,Chisholm,,,,,,,"Composer Thomas is a native of Chisholm , Minn .",,GPE,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,1,,2,,,,,,,,,,,,npadvmod,,0,,,,GPE,,,,131,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Carbondale Mining Technology Center,,,,Carterville,,,,,,1,"Carbondale Mining Technology Center , Carterville , Ill. ;",,ORG,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,1,,3,,,,,,,,,,,,appos,,0,,,,GPE,,,,131,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,1,Carbondale Mining Technology Center,,,,Ill.,,,,,,2,"Carbondale Mining Technology Center , Carterville , Ill. ;",,ORG,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,npadvmod,,,,2,,,,,,,,,,,,appos,,0,,,,GPE,,,,131,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,1,Carterville,,,,Ill.,,,,,,1,"Carbondale Mining Technology Center , Carterville , Ill. ;",,GPE,,,,
,,,,GPEGPE,,1,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,2,,,,,,,,,,,,npadvmod,,1,,,,GPE,,,1,131,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Ill.,,,,Carterville,,,,,,,"Carbondale Mining Technology Center , Carterville , Ill. ;",,GPE,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,1,,2,,,,,,,,,,,,npadvmod,,0,,,,GPE,,,,132,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,GSA Depot,,,,Watertown,,,,,,1,"GSA Depot , Watertown , Mass. ;",,ORG,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,1,,3,,,,,,,,,,,,appos,,0,,,,GPE,,,,132,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,1,GSA Depot,,,,Mass.,,,,,,2,"GSA Depot , Watertown , Mass. ;",,ORG,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,npadvmod,,,,2,,,,,,,,,,,,appos,,0,,,,GPE,,,,132,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,1,Watertown,,,,Mass.,,,,,,1,"GSA Depot , Watertown , Mass. ;",,GPE,,,,
,,,,GPEGPE,,1,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,2,,,,,,,,,,,,npadvmod,,1,,,,GPE,,,1,132,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Mass.,,,,Watertown,,,,,,,"GSA Depot , Watertown , Mass. ;",,GPE,,,,
,,,,GPEGPE,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,,,,,,,,,,,,ROOT,,,,2,,,,,,,,,,,,appos,,0,,,,GPE,,,,133,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,1,Fort Snelling,,,,Minn.,,,,,,1,"Fort Snelling , Minn. ;",,GPE,,,,
