dep-left-xcomp-deps,dep-right-vbp-tags,dep-left-md-tags,dep-right-jjs-tags,dep-left-conj-deps,ent2,dep-right-vb-tags,dep-left-vb-tags,dep-left-dep-deps,dep-left-relcl-deps,dep-left-cd-tags,ent1-type,dep-left-det-deps,dep-right-vbz-tags,dep-left-vbd-tags,dep-left-parataxis-deps,label,dep-right-punct-deps,dep-left-npadvmod-deps,dep-left-compound-deps,dep-right-agent-deps,dep-right-intj-deps,dep-left-pobj-deps,dep-dist,head-tag,dep-left-dist,dep-left-vbg-tags,ent1-dep,dep-right-rb-tags,dep-left-nsubjpass-deps,dep-left-``-tags,dep-right-appos-deps,dep-right-npadvmod-deps,dep-right-oprd-deps,dep-right-xcomp-deps,dep-right-nns-tags,dep-right-''-tags,dep-right-vbg-tags,dep-right-nmod-deps,dep-right-nnp-tags,dep-left-dt-tags,dep-right-det-deps,dep-left-acl-deps,dep-right-prep-deps,dep-right-conj-deps,dep-left-vbn-tags,dep-right-nsubjpass-deps,dep-right-poss-deps,dep-right-advmod-deps,dep-right-advcl-deps,dep-left-jjs-tags,dep-left-poss-deps,dep-left-nnps-tags,dep-left-pcomp-deps,dep-right-md-tags,dep-left-nnp-tags,dep-right-cd-tags,dep-right-dt-tags,sent,dep-right-in-tags,dep-left-attr-deps,dep-left-advcl-deps,dep-left-jj-tags,dep-left-amod-deps,dep-left-nsubj-deps,dep-right-acomp-deps,ent2-type,dep-left-:-tags,dep-right-ccomp-deps,dep-right-dep-deps,dep-left-vbz-tags,dep-left-prp-tags,dep-right-attr-deps,dep-right-jj-tags,dep-right-nn-tags,dep-right-vbd-tags,dep-left-dative-deps,concatenated-types,dep-left-csubj-deps,dep-left-rb-tags,dep-left-acomp-deps,"dep-left-,-tags",dep-right-dobj-deps,dep-left-dobj-deps,dep-left-intj-deps,dep-left-appos-deps,dep-right-nummod-deps,dep-right-relcl-deps,dep-right-nnps-tags,dep-right-pobj-deps,dep-left-ccomp-deps,dep-left-vbp-tags,ent1,dep-left-in-tags,"dep-right-,-tags",dep-left-jjr-tags,dep-left-prep-deps,dep-right-vbn-tags,dep-right-:-tags,dep-right-parataxis-deps,ent2-dep,dep-left-agent-deps,dep-right-dist,dep-right-csubj-deps,dep-right-``-tags,dep-right-nsubj-deps,dep-left-oprd-deps,dep-left-advmod-deps,dep-right-pcomp-deps,dep-left-nmod-deps,id,dep-left-nn-tags,dep-left-nns-tags,dep-right-compound-deps,dep-right-acl-deps,dep-left-punct-deps 
,,,,,U.S,1,,,,,ORG,,,,,NON,,,1,,,,5,VERB,2,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"In Washington , U.S officials announced that the Navy will rotate two aircraft carrier battle groups well away from Libya as one replaces the other .",,,,,,1,,GPE,,1,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,Navy,,,,,,,,compound,,2,,,1,,,,,287,,1,,,
,,,,,Libya,,1,,,,GPE,,,,,NON,,,,,,1,7,VERB,4,,compound,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,"In Washington , U.S officials announced that the Navy will rotate two aircraft carrier battle groups well away from Libya as one replaces the other .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,1,,,,,,,,,,,1,,U.S,1,,,1,,,,pobj,,2,,,1,,1,,,287,,,1,,
,,,,,U.S,1,,,,,GPE,,,,,NON,,,1,,,,7,VERB,2,,pobj,1,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,1,,,"In Washington , U.S officials announced that the Navy will rotate two aircraft carrier battle groups well away from Libya as one replaces the other .",1,,,,,1,,GPE,,1,,,,,,,,,GPEGPE,,,,,,,,,,,,1,,,Libya,,,,,,,,compound,,4,,,,,,,,287,,1,,,
,,,,,Libya,,,,,,ORG,,,,,NON,,,,,,1,5,VERB,3,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"In Washington , U.S officials announced that the Navy will rotate two aircraft carrier battle groups well away from Libya as one replaces the other .",,,,,,,,GPE,,,,,,,,,,,ORGGPE,,1,,,,,,,,,,,,,Navy,1,,,1,,,,pobj,,1,,,1,,1,,,287,,,,,
,,,,,U.N.,,,,,,PERSON,,,,,WRK,,,1,,,,3,PROPN,2,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"U.N. financial spokesman Fred Eckhard said Wednesday that just 86 of the 159 member nations paid all their dues through the end of 1988 , leaving the world body $394.9 million in arrears in the regular budget and $355.2 million in debt for peacekeeping operations .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Fred Eckhard,,,,,,,,nmod,,0,,,,,,,1,293,1,,,,
,,,,,U.N.,,,,,,DATE,,,,,NON,,,1,,,,5,VERB,3,,npadvmod,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,,,"U.N. financial spokesman Fred Eckhard said Wednesday that just 86 of the 159 member nations paid all their dues through the end of 1988 , leaving the world body $394.9 million in arrears in the regular budget and $355.2 million in debt for peacekeeping operations .",,,,,,1,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,,,,Wednesday,,,,,,,,nmod,,1,,,,,,,1,293,1,,,,
,,,,,U.N.,,,,,,DATE,,,,,NON,,,1,,,,7,VERB,3,,pobj,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,"U.N. financial spokesman Fred Eckhard said Wednesday that just 86 of the 159 member nations paid all their dues through the end of 1988 , leaving the world body $394.9 million in arrears in the regular budget and $355.2 million in debt for peacekeeping operations .",1,,,,,1,,ORG,,1,,,,,,1,1,,DATEORG,,,,,,,,,,,,1,,,the end of 1988,,,,,,,,nmod,,3,,,,,,,1,293,1,,,,
,,,,,U.N.,,,,,,PERSON,,,,,WRK,,,2,,,,3,PROPN,2,,dobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"The mounting debt exasperated U.N. Secretary-General Javier Perez de Cuellar as the world body embarked on new , costly peacekeeping ventures .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Javier Perez de Cuellar,,,,,,,,compound,,0,,,,,,,,298,,,,,
,,,,,U.N.,,,,,,PERSON,,,1,,WRK,,,1,,,2,8,VERB,6,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",,,1,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Perez de Cuellar,2,,,2,,,,compound,,1,,,1,,,,,301,1,1,,,
,,,,,the United Nations,,,,,,PERSON,,,1,,WRK,,,,,,1,7,VERB,5,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",,,1,,,,,ORG,,,,1,,,,,,,PERSONORG,,,,,,1,,,,,,,1,,Perez de Cuellar,1,,,1,,,,pobj,,1,,,1,,,,,301,1,,,,
,,,,,U.N.,,,,,,DATE,,,1,,NON,,,1,,,2,9,VERB,6,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",1,,1,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,1,,,December,2,,,2,,,,compound,,2,,,,,,,,301,1,1,,,
,,,,,the United Nations,,,,,,DATE,,,1,,NON,,,,,,1,8,VERB,5,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",1,,1,,,,,ORG,,,,1,,,,,,,DATEORG,,,,,,1,,,,,,1,1,,December,1,,,1,,,,pobj,,2,,,,,,,,301,1,,,,
,,,,,U.N.,,,,,,DATE,,,,,NON,,,1,,,2,8,VERB,5,,nummod,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,1,,,,1,,,,,,1988,2,,,2,,,,compound,,2,,,,,,,,301,1,1,,,
,,,,,the United Nations,,,,,,DATE,,,,,NON,,,,,,1,7,VERB,4,,nummod,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",,,,,,,,ORG,,,,1,,,,,,,DATEORG,,,,,1,1,,,1,,,,1,,1988,1,,,1,,,,pobj,,2,,,,,,,,301,1,,,,
,,,,,U.N.,,,,,,WORK_OF_ART,,,,,NON,,,1,,,2,7,VERB,5,,dobj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",,,,,,,,ORG,,,,,,,,,,,WORK_OF_ARTORG,,,,,1,,,,,,,,,,Nobel Peace Prize,2,,,2,,,,compound,,1,,,,,,,,301,1,1,,,
,,,,,the United Nations,,,,,,WORK_OF_ART,,,,,NON,,,,,,1,6,VERB,4,,dobj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",,,,,,,,ORG,,,,1,,,,,,,WORK_OF_ARTORG,,,,,1,1,,,,,,,1,,Nobel Peace Prize,1,,,1,,,,pobj,,1,,,,,,,,301,1,,,,
,,,,,the United Nations,,,,,,ORG,,,,,NON,,,,,,1,10,VERB,4,,compound,,,,,,,,1,,,,1,,,,2,,,,,,,,,,,,1,,,"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",2,,,,,,,ORG,,,,1,,,,1,,,ORGORG,,,,,,1,,,,,,2,1,,U.N.,1,,,1,,,,pobj,,5,,,,,,,,301,1,,1,,
,,,,,U.N.,,,,,,ORG,,1,,,NON,,,1,,,2,10,VERB,5,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,"Perez de Cuellar said in December , when he accepted the 1988 Nobel Peace Prize on behalf of U.N. peacekeepers , that the failure of members to pay dues threatens the work of the United Nations .",1,,,,,,,ORG,,1,,,,,,1,,,ORGORG,,,,,1,,,,,,,1,,,the United Nations,2,,,2,,,,compound,,4,,,,,,,,301,1,1,,,
,,,,,the State Department,,,,,,PERSON,,,,,NON,,,,,,,3,VERB,1,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,President Reagan has ordered the State Department to devise a payment schedule for repaying all U.S. arrears ;,,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,1,,,,,,,,,Reagan,,,,,,,,dobj,,1,,,1,,,,,302,,,,,
1,,,,,U.S.,,1,,,,PERSON,,,,,LIV,,,1,,,,8,VERB,6,1,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,President Reagan has ordered the State Department to devise a payment schedule for repaying all U.S. arrears ;,,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,2,,,,,,,,,Reagan,1,,,1,,,,compound,,1,,,1,,,,,302,1,1,,,
1,,,,,U.S.,,1,,,,ORG,,,,,NON,,,1,,,,8,VERB,6,1,dobj,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,President Reagan has ordered the State Department to devise a payment schedule for repaying all U.S. arrears ;,,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,1,2,,,,,,,,,the State Department,1,,,1,,,,compound,,1,,,,,,,,302,1,1,,,
,,,,,Ranch,,,,,,PERSON,,1,,,NON,,,,,,,7,NOUN,1,,nmod,,,,,,,,1,,,1,1,,,,1,,,,,,,,1,,,,1,,,"River North 's nouvelle sensibilities also might be offended by the Ranch 's menu , which features items such as the ` ` Jesse James Steak -LRB- A Steal ! -RRB- , ' ' and the occasional ornery patron .",1,,,,,,,ORG,,,,,,,,1,,,PERSONORG,,,,,1,,,,,1,,1,,,Jesse James Steak,,,,,,,,poss,,5,,,,,,,,326,,,,,
,,,,,Ranch,,,,,,PERSON,,,,,NON,,,,,,,4,AUX,1,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,"For singer and guitarist Bob Boyd , 57 , the Ranch has been home since he left Chattanooga , Tenn. , 35 years ago .",1,,,,,1,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,1,,,Bob Boyd,,,,,,,,nsubj,,2,,,,,,,,327,,,,,
,,,,,Chattanooga,,,,,,PERSON,,,1,,LIV,,,,,,,5,AUX,2,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,"For singer and guitarist Bob Boyd , 57 , the Ranch has been home since he left Chattanooga , Tenn. , 35 years ago .",1,,1,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,1,,,,,,1,,,Bob Boyd,,,,,,,,dobj,,2,,,,,,,,327,,,,,
,,,,,Tenn.,,,,,,PERSON,,,1,,LIV,,,,,,,6,AUX,3,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,2,,,"For singer and guitarist Bob Boyd , 57 , the Ranch has been home since he left Chattanooga , Tenn. , 35 years ago .",1,,1,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,1,,1,,,,1,,,Bob Boyd,,,,,,,,appos,,2,,,,,,,,327,,,,,
,,,,,Ranch,,,,,,DATE,,,,,NON,,,,,,,5,AUX,1,,appos,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,1,1,,"For singer and guitarist Bob Boyd , 57 , the Ranch has been home since he left Chattanooga , Tenn. , 35 years ago .",1,,,,,1,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,1,,,57,,,,,,,,nsubj,,3,,,,,,,,327,,,,,
,,,,,Chattanooga,,,,,,ORG,,,1,,NON,,,,,,,4,AUX,2,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"For singer and guitarist Bob Boyd , 57 , the Ranch has been home since he left Chattanooga , Tenn. , 35 years ago .",,,1,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,1,,,,,,,,,Ranch,,,,,,,,dobj,,1,,,1,,,,,327,,,,,
,,,,,Tenn.,,,,,,ORG,,,1,,NON,,,,,,,5,AUX,3,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,"For singer and guitarist Bob Boyd , 57 , the Ranch has been home since he left Chattanooga , Tenn. , 35 years ago .",,,1,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,1,,1,,,,,,,Ranch,,,,,,,,appos,,1,,,1,,,,,327,,,,,
,,,,,Ranch,,,,,,DATE,,,,,NON,,,,,,,4,AUX,1,,advmod,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,"For singer and guitarist Bob Boyd , 57 , the Ranch has been home since he left Chattanooga , Tenn. , 35 years ago .",,,,,,1,,ORG,,,,,,,,,1,,DATEORG,,,,,,,,,,,,,,,35 years ago,,,,,,,,nsubj,,2,,,,,,,,327,,,,,
,,,,,Tenn.,,,,,,GPE,,,,,NON,,,,,,,2,PROPN,1,,dobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"For singer and guitarist Bob Boyd , 57 , the Ranch has been home since he left Chattanooga , Tenn. , 35 years ago .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,1,,,,,,,Chattanooga,,,,,,,,appos,,0,,,,,,,,327,,,,,
,,,,,Chattanooga,,,,,,GPE,,,,,NON,,,,,,,2,PROPN,0,,appos,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,"For singer and guitarist Bob Boyd , 57 , the Ranch has been home since he left Chattanooga , Tenn. , 35 years ago .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Tenn.,,,,,,,,dobj,,1,,,,,,,,327,,,,,
,,,,,United Federation of Teachers,,,,,,PERSON,,,,,NON,,,,,,1,6,VERB,3,,appos,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,2,,,"` ` Either luck or good fortune was on my side , ' ' the shaken teacher , Donald Miller , said through United Federation of Teachers spokesman Bert Shanas .",,,,,,,,ORG,,,,,,,,1,,,PERSONORG,,,,,,,,,,,,,,,Donald Miller,1,,,1,,,,nmod,,2,,,1,,,,1,333,,,,,
,,,,,Bert Shanas,,,,,,PERSON,,,,,NON,,,,,,1,5,VERB,2,,appos,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"` ` Either luck or good fortune was on my side , ' ' the shaken teacher , Donald Miller , said through United Federation of Teachers spokesman Bert Shanas .",,,,,,,,PERSON,,,,,,,,1,,,PERSONPERSON,,,,,,,,,,,,,,,Donald Miller,1,,,1,,,,pobj,,2,,,1,,,,,333,,,,,
,,,,,Donald Miller,,,,,,PERSON,,,,,NON,,,,,,,5,VERB,2,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,"` ` Either luck or good fortune was on my side , ' ' the shaken teacher , Donald Miller , said through United Federation of Teachers spokesman Bert Shanas .",1,,,,,1,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,1,,,,1,,,Bert Shanas,,,,,,,,appos,,2,,,,,,,,333,1,,,,
,,,,,United Federation of Teachers,,,,,,PERSON,,,,,WRK,,,,,,,2,PROPN,1,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"` ` Either luck or good fortune was on my side , ' ' the shaken teacher , Donald Miller , said through United Federation of Teachers spokesman Bert Shanas .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Bert Shanas,,,,,,,,nmod,,0,,,,,,,1,333,,,,,
,,,,,Board of Education,,,,,,PERSON,,,,,WRK,,,1,,,,3,PROPN,2,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Police contacted the boy 's mother and were trying to determine where the gun came from , Board of Education spokesman Frank Sobrino said .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Frank Sobrino,,,,,,,,nmod,,0,,,,,,,1,335,1,,,,
,,,,,Ariz,,,,,,GPE,,,,,NON,,,,,,,2,PROPN,1,,ROOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"TUCSON , Ariz .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,1,,,,,,,TUCSON,,,,,,,,appos,,0,,,,,,,,341,,,,,
,,,,,TUCSON,,,,,,GPE,,,,,NON,,,,,,,2,PROPN,0,,appos,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,"TUCSON , Ariz .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Ariz,,,,,,,,ROOT,,1,,,,,,,,341,,,,,
,,,,,Star,,,,,,PERSON,,,,,NON,,,,,,3,9,PROPN,8,,nsubj,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,1,,,,,,,Larry Martin,3,,,2,,,,pobj,1,0,,,,,,,,350,2,1,,,
,,,,1,Tucson,,,,,,PERSON,,,,,LIV,,,1,,,2,10,PROPN,9,,nsubj,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,2,,,"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,2,,,,,,,Larry Martin,2,,,1,,,,compound,1,0,,,,,,,,350,3,1,,,
,,,,,Star,,,,,,PERSON,,,,,NON,,,1,,,1,6,VERB,4,,nsubj,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,1,,Larry Martin,1,,,1,,,,compound,,1,,,1,,,,,350,,1,,,
,,,,1,Tucson,,,,,,ORG,,,,,NON,,,1,,,,6,NOUN,3,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,2,,,"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",1,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,1,,,,1,,,Star,,,,,,,,compound,,2,,,,,,,,350,1,,,,
,,,,,Star,,,,,,ORG,,,,,NON,,,1,1,,1,14,VERB,4,,pobj,,,,1,,,,1,,,,2,,,,2,,1,,,,,,,,,,1,,,"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",3,,,,,,,ORG,,,,,,,,2,,,ORGORG,,,,,,,,,,,,3,1,,Star,1,,,1,1,,,compound,,9,,,1,,,,,350,,1,,1,
,,,,,Star,,,,,,ORG,,,,,NON,,,,,,3,14,VERB,9,,compound,,,,,,,,1,,,,1,,,1,1,,1,,,,,,,,,,2,,,"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",1,,,,,1,,ORG,,1,,,,,,,,,ORGORG,,,,,,,,1,,,,1,,,Star,3,,,2,1,,,pobj,1,4,,,,,,,,350,2,1,1,,
,,,,1,Tucson,,,,,,ORG,,,,,NON,,,1,,,2,15,VERB,10,,compound,,,,,,,,1,,,,1,,,1,1,,1,,,,,,,,,,3,,,"Larry Martin , circulation director for the publishing company jointly owned by the parent companies of the Star and the evening Tucson Citizen , estimated that 3 , 000 to 5 , 000 bogus copies were placed in as many as 600 Star vending machines .",1,,,,,1,,GPE,,1,,,,,,,,,ORGGPE,,,,,,,,2,,,,1,,,Star,2,,,1,1,,,compound,1,4,,,,,,,,350,3,1,1,,
,,,,,Houston,,,,,,ORG,,,,,NON,,,1,,,,2,PROPN,1,,appos,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"SPACE CENTER , Houston -LRB- AP -RRB-",,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,AP,,,,,,,,compound,,0,,,,,,,,355,,,,,
,,,,,Navy,,,,,,PERSON,,,,,WRK,,,,,,,,,,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"` ` We 're quite proud to be flying the third flight since the -LRB- Challenger -RRB- accident , ' ' Navy Capt. Michael Coats said during the final preflight news conference Wednesday .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Michael Coats,,,,,,,,compound,,,,,,,,,,356,,,,,
,,,,,Navy,,,,,,DATE,,,,,NON,,,,,,,,,,,npadvmod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"` ` We 're quite proud to be flying the third flight since the -LRB- Challenger -RRB- accident , ' ' Navy Capt. Michael Coats said during the final preflight news conference Wednesday .",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,,,,Wednesday,,,,,,,,compound,,,,,,,,,,356,,,,,
,,,,1,Indonesia,,,,,,GPE,,,,,NON,,,,,,,2,PROPN,1,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Volcanoes in Nicaragua and Indonesia , deforestation in Brazil and Madagascar , the Sahara desert in Africa and global beach erosion are among the subjects to be photographed .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Nicaragua,,,,,,,,conj,,0,,,,,,,,361,,,,,
,,,,,Nicaragua,,,,,,GPE,,,,,NON,,,,,,,2,PROPN,0,,conj,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,"Volcanoes in Nicaragua and Indonesia , deforestation in Brazil and Madagascar , the Sahara desert in Africa and global beach erosion are among the subjects to be photographed .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,,,,Indonesia,,,,,,,,pobj,,1,,,,,,,,361,,,,,
,,,,1,Brazil,,,,,,GPE,,,,,NON,,,,,,1,6,NOUN,3,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,"Volcanoes in Nicaragua and Indonesia , deforestation in Brazil and Madagascar , the Sahara desert in Africa and global beach erosion are among the subjects to be photographed .",1,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,1,,,Nicaragua,1,,,1,,,,pobj,,2,,,,,,,,361,1,,,,
,,,,,Nicaragua,,,,,,GPE,,,,,NON,,,,,,1,6,NOUN,2,,pobj,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,1,,,"Volcanoes in Nicaragua and Indonesia , deforestation in Brazil and Madagascar , the Sahara desert in Africa and global beach erosion are among the subjects to be photographed .",1,,,,,,,GPE,,,,,,,,1,,,GPEGPE,,,,,,,,,,,,1,,,Brazil,1,,,1,,,,pobj,,3,,,,,,,,361,,,,,
,,,,2,Madagascar,,,,,,GPE,,,,,NON,,,,,,1,7,NOUN,4,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,2,,,"Volcanoes in Nicaragua and Indonesia , deforestation in Brazil and Madagascar , the Sahara desert in Africa and global beach erosion are among the subjects to be photographed .",1,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,1,,,Nicaragua,1,,,1,,,,conj,,2,,,,,,,,361,1,,,,
,,,,,Nicaragua,,,,,,GPE,,,,,NON,,,,,,1,7,NOUN,2,,conj,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,1,,,"Volcanoes in Nicaragua and Indonesia , deforestation in Brazil and Madagascar , the Sahara desert in Africa and global beach erosion are among the subjects to be photographed .",1,,,,,,,GPE,,,,,,,,1,,,GPEGPE,,,,,,,,,,,,1,,,Madagascar,1,,,1,,,,pobj,,4,,,,,,,,361,,,,,
,,,,1,Brazil,,,,,,GPE,,,,,NON,,,,,,1,7,NOUN,3,,conj,,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,1,,,"Volcanoes in Nicaragua and Indonesia , deforestation in Brazil and Madagascar , the Sahara desert in Africa and global beach erosion are among the subjects to be photographed .",1,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,,,,,,,1,,,Indonesia,1,,,1,,,,pobj,,3,,,,,,,,361,1,,,,
,,,,1,Indonesia,,,,,,GPE,,,,,NON,,,,,,1,7,NOUN,3,,pobj,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,2,,,"Volcanoes in Nicaragua and Indonesia , deforestation in Brazil and Madagascar , the Sahara desert in Africa and global beach erosion are among the subjects to be photographed .",1,,,,,,,GPE,,,,,,,,1,,,GPEGPE,,,,,,,,,,,,1,,,Brazil,1,,,1,,,,conj,,3,,,,,,,,361,,,,,
